Format Name,File Extension(s),Category/Plan(s),NARA Format ID,MIME type(s),Specification/Standard URL,PRONOM URL,LOC URL,British Library URL,WikiData URL,ArchiveTeam URL,ForensicsWiki URL,Wikipedia URL,docs.fileformat.com,Other URL,Notes,Risk Level,Preservation Action,Proposed Preservation Plan,Description and Justification,Preferred Processing and Transformation Tool(s)
PiCture eXchange (PCX) version 5,pcx|pcc,Digital Still Image,NF00359,image/vnd.zbrush.pcx,http://www.fileformat.info/format/pcx/spec/a10e75307b3a4cc49c3bbe6db4c41fa2/view.htm,https://www.nationalarchives.gov.uk/pronom/fmt/90,,,https://www.wikidata.org/wiki/Q43870624,http://fileformats.archiveteam.org/wiki/PCX,,https://en.wikipedia.org/wiki/PCX,https://docs.fileformat.com/image/pcx/,,,Moderate Risk,Transform,Transform to PNG or JPEG,"It was the native file format for PC Paintbrush and became one of the first widely accepted DOS imaging standards, although it has since been succeeded by more sophisticated image formats, such as BMP, JPEG, and PNG. There was support for PCX in early versions of Microsoft Paint/Paintbrush as well. Retain as long as there are programs that can open the file. It is unclear what data could be lost through conversion to another format.",Adobe Photoshop; IrfanView; GNU Image Manipulation Program
Pixel Image File,px,Digital Still Image,NF00812,,,,,,https://www.wikidata.org/wiki/Q105864182,,,,,"https://fileinfo.com/extension/px#:~:text=Image%20file%20saved%20by%20the,PSD)%20document",,High Risk,Retain for Future Assessment,Further research is required,"Image file saved by the Pixel image editor, a multi-platform image program. Pixel image files can be saved in RGB, CMYK, grayscale, and CIE Lab modes, as well as the HDR (High Dynamic Range) format with 32-bit precision. Little information is available on this format.",Procure and/or develop tools
Plain Text,Plain_Text|txt|text|asc|rte,Textual and Word Processing,NF00360,text/plain,https://www.iso.org/standard/28245.html,https://www.nationalarchives.gov.uk/pronom/x-fmt/111,,,https://www.wikidata.org/wiki/Q86920,http://fileformats.archiveteam.org/wiki/Plain_text,,https://en.wikipedia.org/wiki/Text_file,,,,Low Risk,Retain,Retain,"A Plain Text file (most often .txt) is associated with Microsoft Windows operating systems. A text file is a type of container and the contents may or may not be plain text, which is a type of content. The format can include many file extensions,",Any supported text editor
Plotter file unspecified version,plt,Presentation and Publishing,NF00666,,,,,,,,,https://en.wikipedia.org/wiki/Plotter,,,,Moderate Risk,Identify Version,"Transform to a TBD format, possibly TIFF, JPEG2000, PNG, or PDF",PLT files in the holdings are possibly HP Graphics Language (HP-GL) encoded vector files or AutoCAD files.,Further research is required. Possible tools include PloView; ImageMagick with HPGL converter; AutoCAD
Portable Document Format (PDF) Portfolio 1.7,pdf,Presentation and Publishing,NF00792,application/pdf,https://www.iso.org/standard/51502.html,https://www.nationalarchives.gov.uk/pronom/fmt/1451,https://www.loc.gov/preservation/digital/formats/fdd/fdd000277.shtml,,https://www.wikidata.org/wiki/Q109971781,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain but possibly extract files from the container,"A PDF Portfolio, or ""Portable Collection,"" is a feature of PDF 1.7 and 2.0. A PDF Portfolio is a container, with multiple files assembled into an integrated PDF unit. Portfolios can contain a wide range of file types created in different applications, such as text documents, e-mail messages, spreadsheets, CAD drawings, and PowerPoint presentations. The original files retain their individual identities but are assembled into one PDF Portfolio file. Due to the wide variety of formats that can be aggregated, it cannot be assumed that files will be unencrypted, uncompressed, and/or without DRM.",Adobe Acrobat DC
Portable Document Format (PDF) Portfolio 2.0,pdf,Presentation and Publishing,NF00793,application/pdf,https://www.iso.org/standard/75839.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000474.shtml,,,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain but possibly extract files from the container,"A PDF Portfolio, or ""Portable Collection,"" is a feature of PDF 1.7 and 2.0. A PDF Portfolio is a container, with multiple files assembled into an integrated PDF unit. Portfolios can contain a wide range of file types created in different applications, such as text documents, e-mail messages, spreadsheets, CAD drawings, and PowerPoint presentations. The original files retain their individual identities but are assembled into one PDF Portfolio file. Due to the wide variety of formats that can be aggregated, it cannot be assumed that files will be unencrypted, uncompressed, and/or without DRM.",Adobe Acrobat DC
Portable Document Format (PDF) unspecified version,pdf,Presentation and Publishing|Textual and Word Processing,NF00361,application/pdf,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000030.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q42332,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,,,A number of PDFs in NARA's holdings have only been identified by their extensions. NF00361 is currently a catch-all for these.,Moderate Risk,Identify Version,"Depends on version, see specific version plan",PDF 1.0-1.7 are considered acceptable as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.0,pdf,Presentation and Publishing|Textual and Word Processing,NF00362,application/pdf,https://archive.org/details/pdfy-0vt8s-egqFwDl7L2/mode/2up,https://www.nationalarchives.gov.uk/pronom/fmt/14,https://www.loc.gov/preservation/digital/formats/fdd/fdd000316.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085339,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.1,pdf,Presentation and Publishing|Textual and Word Processing,NF00363,application/pdf,https://archive.org/details/pdfy--6viCaM13z6ZiznT/mode/2up,https://www.nationalarchives.gov.uk/pronom/fmt/15,https://www.loc.gov/preservation/digital/formats/fdd/fdd000316.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085336,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.2,pdf,Presentation and Publishing|Textual and Word Processing,NF00364,application/pdf,https://web.archive.org/web/19961219053721/http://www.adobe.com:80/supportservice/devrelations/PDFS/TN/PDFSPEC.PDF,https://www.nationalarchives.gov.uk/pronom/fmt/16,https://www.loc.gov/preservation/digital/formats/fdd/fdd000316.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085333,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.3,pdf,Presentation and Publishing|Textual and Word Processing,NF00365,application/pdf,https://opensource.adobe.com/dc-acrobat-sdk-docs/pdfstandards/pdfreference1.3.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/17,https://www.loc.gov/preservation/digital/formats/fdd/fdd000316.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085330,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.4,pdf,Presentation and Publishing|Textual and Word Processing,NF00366,application/pdf,https://opensource.adobe.com/dc-acrobat-sdk-docs/pdfstandards/pdfreference1.4.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/18,https://www.loc.gov/preservation/digital/formats/fdd/fdd000122.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085326,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.5,pdf,Presentation and Publishing|Textual and Word Processing,NF00367,application/pdf,https://opensource.adobe.com/dc-acrobat-sdk-docs/pdfstandards/pdfreference1.5_v6.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/19,https://www.loc.gov/preservation/digital/formats/fdd/fdd000123.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085322,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.6,pdf,Presentation and Publishing|Textual and Word Processing,NF00368,application/pdf,https://opensource.adobe.com/dc-acrobat-sdk-docs/pdfstandards/pdfreference1.6.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/20,https://www.loc.gov/preservation/digital/formats/fdd/fdd000276.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085319,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Moderate Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 1.7,pdf,Presentation and Publishing|Textual and Word Processing,NF00369,application/pdf,https://opensource.adobe.com/dc-acrobat-sdk-docs/standards/pdfstandards/pdf/PDF32000_2008.pdf,https://www.nationalarchives.gov.uk/pronom/fmt/276,https://www.loc.gov/preservation/digital/formats/fdd/fdd000277.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q26085317,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Low Risk,Retain,Retain,PDF 1.0-1.7 are considered acceptable for textual/word processing as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format (PDF) version 2.0,pdf,Presentation and Publishing|Textual and Word Processing,NF00662,application/pdf,https://www.iso.org/standard/75839.html,https://www.nationalarchives.gov.uk/pronom/fmt/1129,https://www.loc.gov/preservation/digital/formats/fdd/fdd000474.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q55429627,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF,https://docs.fileformat.com/pdf/,,,Low Risk,Retain,Retain,PDF 2.0 is the successor to PDF 1.7.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-1a) accessible,pdf,Presentation and Publishing|Textual and Word Processing,NF00371,application/pdf,https://www.iso.org/standard/38920.html,https://www.nationalarchives.gov.uk/pronom/fmt/95,https://www.loc.gov/preservation/digital/formats/fdd/fdd000251.shtml,https://wiki.dpconline.org/images/2/22/PDFA_Assessment_v1.0.pdf,https://www.wikidata.org/wiki/Q26541013,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-1 is based on PDF 1.4. It is considered preferred as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-1b) basic,pdf,Presentation and Publishing|Textual and Word Processing,NF00372,application/pdf,https://www.iso.org/standard/38920.html,https://www.nationalarchives.gov.uk/pronom/fmt/354,https://www.loc.gov/preservation/digital/formats/fdd/fdd000252.shtml,https://wiki.dpconline.org/images/2/22/PDFA_Assessment_v1.0.pdf,https://www.wikidata.org/wiki/Q26543628,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-1 is based on PDF 1.4. It is considered preferred as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-2a) accessible,pdf,Presentation and Publishing|Textual and Word Processing,NF00602,application/pdf,https://www.iso.org/standard/50655.html,https://www.nationalarchives.gov.uk/pronom/fmt/476,https://www.loc.gov/preservation/digital/formats/fdd/fdd000319.shtml,https://wiki.dpconline.org/images/2/22/PDFA_Assessment_v1.0.pdf,https://www.wikidata.org/wiki/Q26545877,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-2 is based on PDF 1.7. It is considered preferred or acceptable as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-2b) basic,pdf,Presentation and Publishing|Textual and Word Processing,NF00634,application/pdf,https://www.iso.org/standard/50655.html,https://www.nationalarchives.gov.uk/pronom/fmt/477,https://www.loc.gov/preservation/digital/formats/fdd/fdd000319.shtml,https://wiki.dpconline.org/images/2/22/PDFA_Assessment_v1.0.pdf,https://www.wikidata.org/wiki/Q26546575,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-2 is based on PDF 1.7. It is considered preferred or acceptable as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-2u) unicode,pdf,Presentation and Publishing|Textual and Word Processing,NF00642,application/pdf,https://www.iso.org/standard/50655.html,https://www.nationalarchives.gov.uk/pronom/fmt/478,https://www.loc.gov/preservation/digital/formats/fdd/fdd000321.shtml,,https://www.wikidata.org/wiki/Q26547266,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-2 is based on PDF 1.7. It is considered preferred or acceptable as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-3a) accessible,pdf,Presentation and Publishing|Textual and Word Processing,NF00643,application/pdf,https://www.iso.org/standard/57229.html,https://www.nationalarchives.gov.uk/pronom/fmt/479,https://www.loc.gov/preservation/digital/formats/fdd/fdd000360.shtml,,https://www.wikidata.org/wiki/Q26547917,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,https://www.digitalpreservation.gov/documents/NDSA_PDF_A3_report_final022014.pdf,,Low Risk,Retain,Retain,PDF/A-3 specifies the use of PDF 1.7 with embedded files.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-3b) basic,pdf,Presentation and Publishing|Textual and Word Processing,NF00644,application/pdf,https://www.iso.org/standard/57229.html,https://www.nationalarchives.gov.uk/pronom/fmt/480,https://www.loc.gov/preservation/digital/formats/fdd/fdd000360.shtml,,https://www.wikidata.org/wiki/Q26548590,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-3 specifies the use of PDF 1.7 with embedded files.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-3u) unicode,pdf,Presentation and Publishing|Textual and Word Processing,NF00645,application/pdf,https://www.iso.org/standard/57229.html,https://www.nationalarchives.gov.uk/pronom/fmt/481,https://www.loc.gov/preservation/digital/formats/fdd/fdd000360.shtml,,https://www.wikidata.org/wiki/Q26549229,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,PDF/A-3 specifies the use of PDF 1.7 with embedded files.,Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A-4),pdf,Presentation and Publishing|Textual and Word Processing,NF00646,application/pdf,https://www.iso.org/standard/71832.html,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000532.shtml,,,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,,Low Risk,Retain,Retain,"PDF/A-4 is based on PDF 2.0. PDF/A-4 documents may or may not contain tags, and do not have the A/B/U conformance levels of PDF/A-2 and A-3. PDF/A-4 documents may or may not contain file attachments.",Adobe Acrobat DC
Portable Document Format/Archiving (PDF/A) unspecified version,pdf,Presentation and Publishing|Textual and Word Processing,NF00370,application/pdf,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000318.shtml,https://wiki.dpconline.org/images/2/22/PDFA_Assessment_v1.0.pdf,https://www.wikidata.org/wiki/Q1547957,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/A,https://docs.fileformat.com/pdf/a/,,A number of PDFs in NARA's holdings have only been identified by their extensions. NF00370 is currently a catch-all for these.,Low Risk,Identify Version,Retain,PDF/A-1 and PDF/A-2 are considered preferred as per NARA Transfer Guidance.,Adobe Acrobat DC
Portable Document Format/Engineering (PDF/E-1),pdf,Digital Design and Vector Graphics,NF00373,application/pdf,https://www.iso.org/standard/42274.html,https://www.nationalarchives.gov.uk/pronom/fmt/493,http://www.loc.gov/preservation/digital/formats/fdd/fdd000495.shtml,,https://www.wikidata.org/wiki/Q2043942,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/E,,https://www.pdf3d.com/about-pdfe/,PDF/E-1 is based on PDF 1.6.,Low Risk,Retain,Retain,"The file format is well documented, and is considered an acceptable format as per NARA Transfer Guidance.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 1:1999,pdf,Presentation and Publishing,NF00374,application/pdf,https://webstore.ansi.org/standards/npes/ansicgats121999,https://www.nationalarchives.gov.uk/pronom/fmt/144,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946692,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Moderate Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 1:2001,pdf,Presentation and Publishing,NF00375,application/pdf,https://www.iso.org/standard/29061.html,https://www.nationalarchives.gov.uk/pronom/fmt/145,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946713,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 1a:2001,pdf,Presentation and Publishing,NF00376,application/pdf,https://www.iso.org/standard/29061.html,https://www.nationalarchives.gov.uk/pronom/fmt/157,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946726,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 1a:2003,pdf,Presentation and Publishing,NF00377,application/pdf,https://www.iso.org/standard/39938.html,https://www.nationalarchives.gov.uk/pronom/fmt/146,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946771,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 2:2003,pdf,Presentation and Publishing,NF00459,application/pdf,https://www.iso.org/standard/39939.html,https://www.nationalarchives.gov.uk/pronom/fmt/147,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946810,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 3:2002,pdf,Presentation and Publishing,NF00378,application/pdf,https://www.iso.org/standard/34941.html,https://www.nationalarchives.gov.uk/pronom/fmt/158,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946829,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Document Format/Exchange (PDF/X) version 3:2003,pdf,Presentation and Publishing,NF00379,application/pdf,https://www.iso.org/standard/39940.html,https://www.nationalarchives.gov.uk/pronom/fmt/148,https://www.loc.gov/preservation/digital/formats/fdd/fdd000124.shtml,https://wiki.dpconline.org/images/f/ff/PDF_Assessment_v1.5.pdf,https://www.wikidata.org/wiki/Q29946845,http://fileformats.archiveteam.org/wiki/PDF,https://forensics.wiki/pdf/,https://en.wikipedia.org/wiki/PDF/X,,,,Low Risk,Transform,Transform to PDF/A,"PDF/X is a subtype of PDF, created for the exchange of preprint graphics data. The specification places greater restrictions than baseline PDF, and there are various conformance levels within the PDF/X standard. PDF/A is a more sustainable, identified preservation format.",Adobe Acrobat DC
Portable Network Graphics 1.0,png,Digital Still Image,NF00381,image/png,http://www.libpng.org/pub/png/spec/1.0/,https://www.nationalarchives.gov.uk/pronom/fmt/11,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229565,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,http://tools.ietf.org/pdf/rfc2083.pdf,,Low Risk,Retain,Retain,PNG is a raster image format with lossless compression. It is an open standard and is widely supported by graphics programs and web browsers.,Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics 1.1,png,Digital Still Image,NF00382,image/png,http://www.libpng.org/pub/png/spec/1.1/,https://www.nationalarchives.gov.uk/pronom/fmt/12,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229608,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,,Low Risk,Retain,Retain,PNG is a raster image format with lossless compression. It is an open standard and is widely supported by graphics programs and web browsers.,Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics 1.2,png,Digital Still Image,NF00383,image/png,http://www.libpng.org/pub/png/spec/1.2/,https://www.nationalarchives.gov.uk/pronom/fmt/13,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q27229642,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,,Low Risk,Retain,Retain,PNG is a raster image format with lossless compression. It is an open standard and is widely supported by graphics programs and web browsers. PNG 1.2 is considered a preferred format as per NARA Transfer Guidance.,Adobe Photoshop; GNU Image Manipulation Program; IrfanView
Portable Network Graphics unspecified version,png,Digital Still Image,NF00647,image/png,,,https://www.loc.gov/preservation/digital/formats/fdd/fdd000153.shtml,,https://www.wikidata.org/wiki/Q178051,http://fileformats.archiveteam.org/wiki/PNG,,https://en.wikipedia.org/wiki/Portable_Network_Graphics,https://docs.fileformat.com/image/png/,,A number of PNGs in NARA's holdings have only been identified by their extensions. NF00647 is currently a catch-all for these.,Low Risk,Identify Version,Retain,PNG is a raster image format with lossless compression. It is an open standard and is widely supported by graphics programs and web browsers. PNG 1.2 is considered a preferred format as per NARA Transfer Guidance.,Adobe Photoshop; GNU Image Manipulation Program; IrfanView
PostScript 2.0,ps,Presentation and Publishing,NF00384,application/postscript,https://web.archive.org/web/20200723044018/https://www.adobe.com/content/dam/acom/en/devnet/actionscript/articles/psrefman.pdf,https://www.nationalarchives.gov.uk/pronom/x-fmt/406,https://www.loc.gov/preservation/digital/formats/fdd/fdd000029.shtml,,https://www.wikidata.org/wiki/Q218170,http://fileformats.archiveteam.org/wiki/Postscript,,https://en.wikipedia.org/wiki/PostScript,,,,Low Risk,Transform,Transform to PDF,PostScript (PS) is a page description language in the electronic publishing and desktop publishing business. It was a predecessor to PDF. PostScript is not considered a sustainable format and can be converted to PDF which is a sustainable format.,Procure and/or develop tools. Possible tool is Ghostscript
PostScript 3.0,ps,Presentation and Publishing,NF00385,application/postscript,https://www.adobe.com/jp/print/postscript/pdfs/PLRM.pdf,https://www.nationalarchives.gov.uk/pronom/x-fmt/408,https://www.loc.gov/preservation/digital/formats/fdd/fdd000029.shtml,,https://www.wikidata.org/wiki/Q218170,http://fileformats.archiveteam.org/wiki/Postscript,,https://en.wikipedia.org/wiki/PostScript,,,,Low Risk,Transform,Transform to PDF,PostScript (PS) is a page description language in the electronic publishing and desktop publishing business. It was a predecessor to PDF. PostScript is not considered a sustainable format and can be converted to PDF which is a sustainable format.,Procure and/or develop tools. Possible tool is Ghostscript
